jobId,title,companyName,location,experience,minimumExperience,maximumExperience,minimumSalary,maximumSalary,salary,currency,jobUploaded,jobDescription,tagsAndSkills,companyId,ReviewsCount,AggregateRating,suggested_role,role_evidence,role_score
260925031920,Salesforce Administrator For Ahmedabad Location,Stella Technologies,Ahmedabad,4-8 Yrs,4,8,1500000,3000000,15-30 Lacs PA,INR,7 Days Ago,"<p>Title: Salesforce Administrator</p><p>Department: Information Technology (IT)</p><p>Reporting To: Director of Business Systems</p><p>Location: Ahmedabad, India</p><br /><p><strong>Required Qualifications</strong></p><br /><p>• Salesforce Administrator Certification.</p><p>• Minimum 3 years of Salesforce administration experience.</p><p>• Strong knowledge of Salesforce Sales Cloud capabilities.</p><p>• Proficiency in Salesforce Flows and automation tools.</p><p>• Experience with 3rd-party APIs and external system integrations.</p><p>• Experience working with IT service management tools</p><p>• Solid understanding of object-oriented programming (OOP) principles.</p><p>• Demonstrated success in Salesforce integration projects.</p><p>• Experience with standard Salesforce reporting and dashboard tools.</p><br /><p><strong>Preferred Skills and Experience</strong></p><br /><p>• Bachelors degree in Computer Science or a related field.</p><p>• Experience with Freshservice</p><p>• Experience with Salesforce security features and user permissions.</p><p>• Prior experience re-engineering Salesforce configurations for enhanced</p><p>workflows.</p><p>• 2+ years of software development experience (e.g., Apex, Java, C#, Python).</p><p>• Experience conducting audits and ensuring data integrity.</p><p>• Strong project management, multitasking, and organizational skills.</p><p>• Strong documentation practices and attention to detail.</p><p>• Excellent verbal and written communication, presentation, and interpersonal</p><p>skills.</p><p>• Proven ability to prioritize tasks and make sound decisions under pressure.</p><p>• Small business finance experience is a plus.</p><p>• Spanish language proficiency is a plus.</p><p>• Team-oriented with a proactive, can-do attitude and willingness to dive into</p><p>tasks.</p><br /><br />","Salesforce Sales Cloud,Api Integration,Salesforce CRM,Salesforce Integration,Salesforce Administration,Java,Multitasking,Salesforce Certification",124489470,965,3.7,Software Engineer,description:software development,0.5
260925031886,Data Science Manager,Trajector,Hybrid - Gurugram,8-12 Yrs,8,12,4500000,8000000,45-80 Lacs PA,INR,7 Days Ago,"Qualifications:  . Masters or PhD in Computer Science,Data Science,Machine Learning,or related field (or equivalent practical experience)<br><br>Experience with cloud ML platforms (AWS,GCP,Azure) and modern data / ML toolchains<br><br>6+ years of experience in data science or machine learning,with at least 2+ years in a leadership / managerial role","Generative Ai,Data Science,Predictive Modeling,Natural Language Processing,GPT,LLM,Python,Management",124100808,8,4.5,Data Scientist,title:data science; skills:data science; description:data science; title:data science manager,14.82
260925031453,"Analyst , Client Relations",Connexio,Hyderabad,6-10 Yrs,6,10,1200000,1700000,12-17 Lacs PA,INR,7 Days Ago,"<p><strong>Role and responsibilities</strong><br />The Client Relations Operations department is responsible for maintaining and improving operations within Client Relations to ensure efficiency, scale and operational discipline. The team is responsible for (i) management reporting, budgeting and analytics, (ii) collateral operations, (iii) administrative support and (iv) technology and process improvements.</p><p><br />The candidate will be expected to develop internal subject matter expertise regarding the organization's products, marketing and development areas, as well as the firms technology and data initiatives to facilitate ideation and execution of efforts to increase the efficiency and effectiveness of Client Relations.</p><br /><br /><p><strong>Key responsibilities of the role include:</strong></p><p><br />Collateral Operations<br />•Assist in maintaining and updating marketing materials such as brochures, factsheets, client review books, investment write ups, etc. on a monthly & quarterly basis.<br />•Coordinate with multiple teams, such as portfolio analysis reporting, client services, accounting, compliance, legal and operations to update marketing materials & reports.<br />•Transition brochures and presentations into new slide library platform conforming to established brand standards.<br />•Update organization charts and biographies for across departments & strategies on monthly basis.<br />•Manage and maintain updates to slide library and ensure accuracy in content tagging and categorization.<br />•Support innovative automation efforts for the organization's marketing collateral, client and internal reporting, portfolio analytics, and data visualization needs (e.g., Power BI dashboards, fund factsheets, marketing brochures, etc.)</p><br /><p>Business Operations Support<br />Assist with analyzing and reporting of key operating metrics and management reporting for the department<br />Enhance documentation of business processes and procedures and content/collateral management routines</p><br /><p><strong>Strategic Initiatives / Project Management</strong><br />•Explore opportunities for automation and process improvement and bring those ideas forward to the business.<br />•Respond to ad hoc requests and complete special projects as necessary.</p><br /><p><strong>Experience required</strong><br />•Approximately 6-8 years of preferably within the financial services (asset management) or consulting industries<br />•Experience managing multiples projects simultaneously and working collaboratively as part of a team<br />•Excellent interpersonal and communication skills (verbal and written)<br />•Proven track record in business analysis and process improvement<br />•Solid analytical skills and ability to understand and resolve complex problems<br />•Strong proficiency in Microsoft Office with advanced PowerPoint skills in design, formatting and charting and advanced Excel skills</p><p>•Knowledge of Power BI, Adobe Photoshop and Dreamweaver a plus personal attributes<br />Desire to be in a dynamic role with a high level of rigor and where the work may change day-to-day;<br />•Possess outstanding attention to detail and superior organizational skills;<br />•Excel in a demanding, fast-paced environment while maintaining the highest quality standards;<br />•Demonstrate ability to own and drive areas of a project, connecting the dots between dependencies, planning for next steps, and being able to multi-task across multiple deliverables;<br />•Have ability to work both independently and in a team-oriented, collaborative environment; must be able to drive work effectively with, at times, limited supervision;<br />•Adapt to shifting priorities, demands and timelines;<br />•Be a highly resourceful, self-starter who can identify opportunities and drive initiatives forward; seek guidance and escalate issues as appropriate;<br />•Demonstrate the poise, confidence and professionalism required to establish relationships, garner support and engage team members to ensure successful completion of projects; and<br />•Have strong integrity, professionalism and dedication to excellence</p><br /><p><strong>Education</strong><br />Bachelors degree is required (major in Finance Business or related field preferred)</p>","Power BI,Advanced Excel,Adobe Photoshop and Dreamweaver,Powerpoint,Relationship,Dreamweaver,Client Relation,Excel",3670142,965,3.7,Data Analyst,description:data visualization,0.5
260925031205,Business Analyst / Fintech Domain,GGSH & Co LLP,Chennai(West Mambalam),1-2 Yrs,1,2,400000,475000,4-4.75 Lacs PA,INR,7 Days Ago,CA / CMA (Qualified or Pursuing) OR Finance Graduate with strong accounting background <br><br>Good communication and adaptability to tech-driven workflows,"Advanced Excel,Zoho Books,Erp Systems,Business Analysis,Zoho Creator,Accounting Software,Automation Tools & Low-Code Platforms,Automation tools",6258032,2,3.0,Data Analyst,title:business analyst,6.16
260925030936,Sales Manager,Upasana Colonisers Resorts,Jaipur(Bapu Nagar),5-10 Yrs,5,10,500000,800000,5-8 Lacs PA,INR,7 Days Ago,"<p><strong>Role & responsibilities</strong> </p><p> </p><p>Upasna Group is a distinguished realestate developer in Jaipur with a strong reputation for quality, timely delivery, architectural excellence, and customer satisfaction. Our portfolio covers premium residential & commercial properties. (upasnagroup.com)</p><p>Role Purpose</p><p>The Sales Manager will lead and drive the sales function for Upasna Groups projects. This includes building and managing the sales team, creating sales strategies to meet targets, managing customer relationships, ensuring superior customer experience, market intelligence, and collaborating with marketing, design, finance and operations teams. The ideal candidate will have deep realestate sales experience, strong negotiation and closing skills, ability to motivate a team, and understanding of local market dynamics.</p><p>Key Responsibilities</p><ul><li>Develop and implement sales strategies & plans to achieve revenue / sales volume goals for residential and/or commercial projects.<br /> </li><li>Lead, mentor and manage the sales team: sales executives, agents, customer care. Set targets, monitor performance, provide coaching and training.<br /> </li><li>Identify, build, and maintain strong relationships with brokers, channel partners, walkin clients, corporate clients, and other stakeholder groups.<br /> </li><li>Monitor local realestate market conditions, competition, pricing trends, customer preferences; provide feedback to product / design / marketing teams to refine offerings.<br /> </li><li>Oversee lead generation strategies: digital marketing, events, property expos, referrals, etc. Ensure quality leads and good conversion rates.<br /> </li><li>Ensure high standards of customer service: site visits, presentation of properties, handling queries / objections, facilitating customer decision process.<br /> </li><li>Prepare sales forecasts, monthly / quarterly / annual sales reports; track KPIs (lead to conversion ratio, avg sale price, sales cycle, loss reasons etc.).<br /> </li><li>Coordinate with marketing to ensure promotional materials, campaigns, branding support are aligned with sales strategy.<br /> </li><li>Work with legal, finance teams to ensure transparent contracts, payment schedules, documentation, compliances.<br /> </li><li>Ensure aftersale service or customer handover process is smooth; collect feedback for improvements.<br /> </li></ul><p>Qualifications & Skills</p><ul><li>Bachelor’s degree in Business / Management / Marketing or related field. (MBA or equivalent preferred.)<br /> </li><li>Experience: 510 years in realestate sales, preferably with progressive responsibility (team lead, regional sales etc.). Track record of meeting / exceeding sales targets.<br /> </li><li>Strong understanding of Jaipur / Rajasthan real estate market—pricing, local competition, customer preferences, regulatory factors.<br /> </li><li>Excellent negotiation, closing, interpersonal & communication skills.<br /> </li><li>Leadership & peoplemanagement skills: ability to motivate, coach, manage team performance.<br /> </li><li>Analytical mindset: ability to use sales data, metrics to inform strategy, identify gaps.<br /> </li><li>Good presentation, pitch design & delivery skills.<br /> </li><li>Techsavvy: CRM tools, MS Office, digital marketing basics.</li></ul><br /><p><strong>Preferred candidate profile</strong> </p><br /><br />","Sales Strategy,Sales Budgeting,Sales Growth,Strategic Sales Planning,Sales Analytics,Sales,Sales planning,Sales management",713331,5,3.0,Software Engineer,description:developer,0.5
260925030919,Senior Web / Full-Stack Developer,Kiya.ai,Hybrid - Chennai,5-7 Yrs,5,7,1500000,2500000,15-25 Lacs PA,INR,7 Days Ago,"Required Qualifications & Skills:  . Bachelors degree in Business Informatics,Computer Science,Engineering,or a related field.  <br><br>Minimum 5 years of professional experience in web application development.  . Strong expertise in frontend technologies: Angular,React JS,VueJS,TypeScript,JavaScript,HTML,CSS,WebComponents,EcmaScript 6 .  <br><br>Preferred / Additional Skills:  .","Frontend Development Skills,Full-Stack Integration,Performance tuning,CSS,Software Development Practices,Accessibility implementation,HTML,Spring Boot",18947,491,3.5,Software Engineer,skills:frontend; description:frontend; title:developer; skills:software development,9.59
260925030918,Data Security Engineer,Compunnel,Noida,6-11 Yrs,6,11,800000,1800000,8-18 Lacs PA,INR,7 Days Ago,"Experience working in hybrid environments (on-prem,SaaS,and multi-cloud)<br><br>Required Skills & Experience <br><br> 6+ years of hands-on experience in data security,with at least 3+ years in DLP and DSPM tools<br><br>Ability to develop technical documentation,policies,and training material for stakeholders. Good to Have <br><br>Prior experience in data governance and insider threat programs","Symantec,Data Classification,Dlp,Data Security,DSPM,Forcepoint,Netskope,Varonis",1853,22,2.4,Cybersecurity,title:security engineer,6.17
260925030634,Technical Recruiter,Orcapod Consulting Services,Remote,3-8 Yrs,3,8,125000,225000,1.25-2.25 Lacs PA,INR,7 Days Ago,"<p> <strong>Hiring For </strong>IT Recruiter/WFH/C2H/ PERM /Female candidates only</p><p><br />Immediate Joiner wants in ORCAPOD </p><br /><p><strong>CALL ME DIRECTLY IN MY NUMBER AS INTERVIEW IS GOING ON IN ORCAPOD</strong> </p><p><br /><strong>Looking for Exp - 3 to 8 years </strong></p><p><strong>Office Timing will be 9.30 to 6.30 Monday to Saturday (2nd and 4th Saturday Off)</strong><br /><strong>Salary will be 11k to 30 k (depend on interview and experience)</strong><br /><strong>Plus, Mobile Reimbursements, Plus Incentives</strong><br /><br />Industry - IT, Consulting firms<br /></p><ul><li><strong>Should have good knowledge of portals</strong></li><li><strong>Worked for C2H and Permanent both</strong></li><li><strong>Worked with Big 4 Clients</strong></li><li><strong>End to End Recruitment</strong></li><li><strong>Good Exp in IT SKILLS Framework </strong></li><li><strong>Technically Strong in IT Skills</strong></li><li><strong>Good exp in NICHE SKILLS LIKE SAP, Oracle Front End, Back End, Java and many more</strong></li><li><strong>Good communication.</strong></li><li><strong>Good Closure in C2H and Perm Hiring per month with maximum package</strong></li><li></li></ul><p><strong>BENEFITS FOR FEMALE ONLY</strong><br /></p><ul><li><strong>1 or 2 Year Career gap or having small kids above 3 years can easily join in ORCAPOD.</strong></li><li><strong>Permanent work from home</strong></li><li><strong>Salary is on TIME</strong></li><li><strong>Good Exposure to learn new things about IT Skills with new clients.</strong></li><li><strong>Attractive Incentive structure as per Business and Performance</strong></li><li><strong>Work life Balance with long Term Certainty with healthy Environment</strong></li></ul><br /><p><strong>Rounds of Interview, L1- Video Call L2- Video Call (LAPTOP COMPULSORY)</strong><br /><br /><br /><strong> Thanks & Regards</strong></p><p><strong><br />Priyal Porwal | HR-Internal </strong></p><p><strong>Mob/ Wats up: +91 7987679538 </strong></p><p><strong>priyal.porwal@orcapod.work </strong></p><br />","IT Recruitment,Work from home,Remote,Actively looking job,Contract To Hire,End To End Recruitment,IT RECRUITER,It Hiring",602389,965,3.7,Software Engineer,description:front end; description:back end,1.0
260925030526,Hiring For Automation Lead-CACF  For Kyndryl,Kyndryl,Gurugram,12-20 Yrs,12,20,1500000,2500000,15-25 Lacs PA,INR,7 Days Ago,"<p>As a CACF Automation Lead at Kyndryl, you will be responsible for designing and implementing automation frameworks based on the Common Application Control Framework (CACF). This role focuses on enabling secure, compliant, and scalable automation across infrastructure and application layers, while collaborating with cross-functional teams to modernize operational workflows. </p><br /><p> <strong>Job Description</strong> </p><p> </p><p>Architect and implement CACF-based automation solutions for provisioning, monitoring, and compliance</p><p>Develop reusable scripts and playbooks using Python, Shell, and Ansible</p><p>Integrate CACF with platforms such as ServiceNow, Jenkins, and monitoring tools</p><p>Define control objectives and embed automated checks into CI/CD pipelines</p><p>Collaborate with InfoSec, DevOps, and platform teams to ensure secure automation practices</p><p>Lead efforts to introduce automated code review and analysis tools (e.g., SonarQube, Checkmarx)</p><p>Provide architectural guidance for automation scalability, reliability, and audit readiness</p><p>Document automation flows, governance models, and operational procedures</p><br /><p><strong>Required Technical and Professional Experience</strong></p><br /><p>Experience: 8+ years in automation architecture or DevOps roles</p><p>Strong hands-on experience with CACF or similar control frameworks.</p><p>Proficiency in Python, Shell scripting, and Ansible.</p><p>Deep understanding of CI/CD, compliance automation, and secure SDLC.</p><p>Experience integrating automation with ServiceNow, Jenkins, and other ITSM platforms.</p><p>Familiarity with code quality tools like SonarQube, ESLint, or Checkmarx.</p><p>Excellent documentation and stakeholder communication skills.</p><p>Golang programming language.</p><p>Good understanding of AIOps.</p><p>Working experience with JAPAN Accounts/Customer will be given preference.</p><p> </p><p><strong>Preferred Technical experience and Professional certifications</strong></p><br /><p>Certifications: DevOps, Security+, or equivalent preferred</p><p>Education: Bachelors or masters degree in computer science, Engineering, or related field</p><br /><br /><br />","Ansible,Common Application Control Framework,CACF,Automation Lead,Jenkins,Automation,Shell Scripting,Python",6344014,3359,3.9,Cloud Engineer,description:devops,0.5
260925030471,Automation & Analytics Analyst (No-Code/iPaaS) n8n/Make/Zapier + Excel,West India Food Factory,"Ludhiana(Samrala), Chandigarh(Sector 17), Gurugram",2-7 Yrs,2,7,300000,800000,3-8 Lacs PA,INR,7 Days Ago,MBA / PGDM (Operations / Systems/IT / General Mgmt) preferred <br><br>Experience & mode . 2-7 years (analyst manager track),"Sop Writing,workflow automation,advanced excel,Reporting And Analysis,Data Analytics,Google Sheets,api integration,Google Forms",124748119,965,3.7,Data Analyst,skills:data analytics; title:analytics analyst,8.17
260925030159,Hiring For ServiceNow Automation Lead  at Kyndryl,Kyndryl,Gurugram,5-10 Yrs,5,10,900000,1700000,9-17 Lacs PA,INR,7 Days Ago,"Recommend platform enhancements and modernization strategies aligned with business goals.  . Mentor junior developers and enforce development standards and governance.  . 5+ years of hands-on experience with ServiceNow development and automation. Strong expertise in JavaScript,REST APIs,and ServiceNow Studio. <br><br>Proven experience with ITSM,ITOM,and custom scoped applications.","ITSM,Golang Development,Servicenow Development,Servicenow automation,Python,Process Automation,ServiceNow Studio,CI/CD",6344014,3359,3.9,Software Engineer,description:developer,0.5
260925029905,Etl Developer,Integrated Personnel Services,"Noida, Gurugram, Delhi / NCR",5-10 Yrs,5,10,250000,750000,2.5-7.5 Lacs PA,INR,7 Days Ago,"Experience: Minimum 5+ years<br><br>Required Skills:  . Strong hands-on experience with ETL tools (Talend and similar)<br><br>Experience in cloud-based ETL pipelines (AWS Glue,Azure Data Factory,GCP Dataflow)<br><br>Good problem-solving,debugging,and optimization skills","data warehouse,AWS Glue,cloud,ETL,Talend,Unix,similar,GCP Dataflow",136211,965,3.7,Software Engineer,title:developer,5.09
260925029707,Senior Devops Engineer,Aesthisia Datacenters,Gurugram,3-5 Yrs,3,5,450000,800000,4.5-8 Lacs PA,INR,7 Days Ago,"Experience with CI / CD tools (Jenkins,GitLab CI / CD,GitHub Actions,etc.)<br><br> 3-5 years of professional experience in DevOps,Site Reliability,or related roles<br><br>Good understanding of monitoring & logging tools (Prometheus,Grafana,ELK,CloudWatch,etc.)","Communication Skills,Docker,Azure Cloud,AWS,Devops Jenkins,Github,Github Actions,Ci/Cd",123727301,2,2.3,Cloud Engineer,title:devops; skills:devops; description:devops; title:devops engineer; description:site reliability,15.21
260925028685,Sr Java Developer,Placement Pandits,Udaipur,4-5 Yrs,4,5,1500000,2000000,15-20 Lacs PA,INR,7 Days Ago,Opening is for JAVA Developer Udaipur location Opening for UK Based MNC Software co . Design and Development on java JEE.  . Good knowledge of Object Oriented Concepts (OOP).,"JAVA2EE,SPRING,Hibernate,JAVA SCRIPT,Webservice Development,JAVA,MYSQL,HTML",3742824,965,3.7,Software Engineer,title:java developer; description:java developer; title:developer; description:developer,11.23
260925028231,Full StackDeveloper,Octagos Health,Noida,4-9 Yrs,4,9,1500000,3000000,15-30 Lacs PA,INR,7 Days Ago,"<p> <br /> About Us:  <br /> At Octagos Health, we provide Remote Cardiac Monitoring. Our cloud-based solutions provide a  <br /> revolutionised edge to the digital healthcare. We have great healthcare professionals, patients, and  institutions along with progressive technologies and tools that work on improving patient outcomes by making operations smooth.  <br />Position Overview:  <br />Full Stack developer will be responsible for writing clean code in c# using asp.net core framework  SQL Server database. Basic concepts should be quite clear about scalable architecture with design patterns.  <br /> Location : Noida, Sec 26  <br /> Timings: 4pm-1am (US Shift); 7pm-4am (US Shift)  <br /> Mode: Work from office, 5 days a week.  <br /> Qualification required:  <br /> - Bachelor's degree in Computer Science (or related field)  <br /> - 5+ years of relevant work experience  <br /> -Comprehensive understanding of programming languages.  <br /> - Computer Science fundamentals in object-oriented design, design patterns, data structures,  <br /> algorithm design, problem solving, and complexity analysis  <br /> - Experience with:  <br /> .NET Core  <br /> Angular  <br /> Entity Frameworks  <br /> LinQ  <br /> .Net frameworks  Azure ( Azure Logic Apps, Azure Key Vault)  Service bus  <br /> jQuery, html, css and C# (C sharp)  <br /> - Foundational and advanced knowledge in Microsoft SQL.  <br /> - Strong experience in C#, .net, .net core, entity frameworks, LINQ, Microsoft Azure, backend RESTful  <br /> APIs.  <br /> - Understanding of framework code and methods of component architecture  <br /> -Experience with version control tools such as GIT and CI/CD pipeline integrations  <br /> -Experience developing software services and knowledge of design for scalability, performance and reliability  <br /> - Strong organizational, troubleshooting, leadership and requirement-gathering skills.  <br /> -Analytical and strategic thinking skills. Ability to extrapolate data into information to drive process improvements.  <br /> -Excels working cross functionally, at all levels of the organization to own, drive, manage and  <br /> continuously improve the data collection, root cause analysis, reporting, and communication  <br /> processes.  <br /> - Ability to handle multiple projects or tasks at a time.  <br /> - Ability to quickly learn how to use new software applications.  <br /> Education  <br /> B.Tech/B.E. in Any Specialization; Specialisation in Comp Sc or electrical will be preferred.  <br /> <br /> <br /> </p>",".Net Core,Angular,C#,LINQ,Entity Framework,SQL,.Net,Framework",576635,3,3.8,Software Engineer,title:full stack; description:full stack; description:backend; title:developer; description:developer,11.69
260925027107,Hiring Data & Analytics Tower Lead (WITH SAP)_CHENNAI Location,Think People Solutions,Hybrid - Chennai,10-20 Yrs,10,20,4000000,5500000,40-55 Lacs PA,INR,7 Days Ago,"8 years of hands-on design and development experience in implementing wide ranage of Data Analytics applications on AWS / Snowflake/Azure Open AI using data from SAP,SalesForce and other data sources<br><br>Preferred Location : (this is only for chennai) <br><br>Skills 8+ years experience leading teams in the implemenation of Data Analytics applications","DATA ANALYTICS,SAP BW,AWS,Data,BW,Tower,SAP,Hiring",22721,965,3.7,Data Analyst,skills:data analytics; description:data analytics,2.5
260925026663,Operator/Setter/HMC/VMC/VTL/Fanuc (Free Food & Accommodation),Periyasamy Industriess,Coimbatore(Neelambur),3-8 Yrs,3,8,250000,500000,2.5-5 Lacs PA,INR,7 Days Ago,Preferred candidate profile <br><br>Preferred Aerospace experience candidates<br><br>Experience: 3-15 years,"Heidenhain,Turning,Fanuc,VMC,HMC,Milling,Siemens,DMF",3768382,12,2.3,Cybersecurity,skills:siem,2.0
260925026563,Senior Frontend WordPress Developer,Avya Technology Pvt. Ltd.,Noida(Sector 63),5-7 Yrs,5,7,700000,900000,7-9 Lacs PA,INR,7 Days Ago,"We are seeking a Senior Front-end Developer with a strong focus on WordPress theme development and modern front-end frameworks,such as Tailwind CSS and Bootstrap.The ideal candidate will have deep experience building and customizing WordPress themes from scratch,as well as converting designs into responsive,pixel-perfect web pages.","CSS,Tailwind Css,Theme Development,Wordpress,Bootstrap,Sass,HTML,Wordpress Themes",1615804,13,4.2,Software Engineer,title:frontend; title:developer; description:developer,10.67
260925026477,Data Analyst,Merabo Labs,Gurugram,2-6 Yrs,2,6,400000,700000,4-7 Lacs PA,INR,7 Days Ago,2+ years of experience in a data analysis or similar role<br><br>Hands-on experience with Power BI or Tableau for building dashboards and visualizations,"Google Sheets,Advanced Excel,Tableau,SQL,Power Bi,Data Manipulation,Data Analysis,Data Extraction",5022806,97,3.8,Data Analyst,title:data analyst,6.12
260925026260,Chief Technology Officer,Agarwal Assignments,"Noida, Gurugram, Delhi / NCR",Not Available,10,12,80000,100000,"80,000-1 Lacs PA",INR,7 Days Ago,"We are building secure,scalable,and RBI-compliant platforms using .NET (C#,ASP.NET MVC / Core),SQL Server,and modern cloud infrastructure to serve our borrowers across India.  . Role Overview. We are looking for a CTO with deep hands-on experience in .NET (C#,ASP.NET MVC / Core),SQL Server,and digital lending infrastructure",".Net,ASP.Net,SQL Server,ASP.Net MVC,SQL,C#,Asp.Net Core,SQL Database",124770065,965,3.7,Cloud Engineer,description:cloud infrastructure,0.5
260925026043,"Us Onboarding Specialist - WFO - Chennai, TNagar - 1+yrs - Immediate",Savvysoft Technologies,Chennai,1-3 Yrs,1,3,275000,425000,2.75-4.25 Lacs PA,INR,7 Days Ago,"Shift Timing 7PM to 04PM Dinner will be provided <br><br>Bachelors degree in human resources,Business Administration,or relevant field . <br><br>Must have min of at least 2years into US Tax terms,I-9 filing for C2C,W2,1099,C2H<br><br>Experience: 1+ years experience in US Onboarding & compliance process. No of Days 5days of working <br><br>Experience in US Staffing or HR Operations","Us Onboarding,Document Verification,Offboarding,Backend Operations,Background Verification,Documents Scanning,Employee Verification,Document Review",65367,55,3.4,Software Engineer,skills:backend,2.0
260925025375,Data Science and Machine Learning Senior Associate,The Judge Group,Hybrid - Chennai,5-9 Yrs,5,9,1500000,3000000,15-30 Lacs PA,INR,7 Days Ago,"Programming Languages: Strong proficiency in Python (including libraries like Pandas,NumPy) and flexibility to use other requisite languages and analytical tools as needed for the problem at hand<br><br>Proficiency with Google Cloud Platform (GCP) services such as Vertex AI,BigQuery,and Cloud Storage is highly preferred","Generative AI,LLM,Python,NLP,GCP,Machine Learning,SQL,Data",2710958,965,3.7,AI/ML Engineer,title:machine learning; skills:machine learning; skills:nlp; skills:generative ai,12.16
260925024069,GM - AI Vertical,Hireginie Talent Cloud,Noida,5-10 Yrs,5,10,3000000,4000000,30-40 Lacs PA,INR,7 Days Ago,"Requirements:  . 6+ years of relevant experience in AI Implementation,Product Management,P&L Ownership (Sales,Operations,Customer Success),Strategy Consulting,ideally in AI-native companies or adjacent domains<br><br>Experience: 6+ Years . Qualification: Computer Science,Engineering,or equivalent technical experience","Client Management,Team Management,Voice AI,Team Handling,B2B,Sales,Business Growth,Artificial Intelligence",123508583,965,3.7,AI/ML Engineer,skills:artificial intelligence,2.0
260925023370,Senior Software Engineer- Noida Location,Xavian Software Solutions,Noida,10-15 Yrs,10,15,3000000,4500000,30-45 Lacs PA,INR,7 Days Ago,"Must be using MVC in the current project or atleast not less than 6 months.  . Duties and Responsibilities:  . Lead and participate in web application development projects.  <br><br> Proficiency in RESTful APIs,Web APIs,and Web Services.  <br><br>Preferred Education: . Masters degree in computer science,Information Technology,or a related field is preferred","c#,.Net Core,Frontend Development,MVC,SQL Server,CSS,Full Stack,ASP.Net",124286772,965,3.7,Software Engineer,title:software engineer; skills:full stack; skills:frontend,9.17
260925023270,Sales Executive,Reside Homelink India Llp,"Noida(Sector 142), Greater Noida, Delhi / NCR",1-5 Yrs,1,5,250000,425000,2.5-4.25 Lacs PA,INR,7 Days Ago,Coordinate with developer teams for smooth post-visit experience,"Sales,Sales Execution,Sales Executive Activities,Execution",124903555,965,3.7,Software Engineer,description:developer,0.5
260925022730,Dot Net Developer,Talent Blitz Consulting Services,Remote,1-6 Yrs,1,6,800000,1300000,8-13 Lacs PA,INR,7 Days Ago,"Proficiency in C#,ASP.NET Core,and .NET frameworks.  . Design and develop RESTful Web APIs using ASP.NET Core.  <br><br>Experience in web application security,overseeing application security reviews and best. practices.  <br><br>Coding skills / technologies required: C#,.NET CORE,SQL Server,ASP.NET CORE WebAPI,. Angular<br><br>Performing code reviews as required","Dot Net,C#,Azure,CSS,Dot net Core,JavaScript,HTML,MVC",124065672,965,3.7,Software Engineer,title:dot net developer; title:developer,10.26
260925022409,Finance & Accounts Executive,Hogwarts E-learning Universe,Gurugram,2-5 Yrs,2,5,500000,800000,5-8 Lacs PA,INR,7 Days Ago,"<p> </p><p>The role of a <strong>Finance and Accounts Executive</strong> at <strong>TrueFan AI</strong> typically involves managing the daily financial operations of the company, which is an AI-powered platform for personalized video content creation.</p><br /><p><strong><u>Core Responsibilities:</u></strong></p><ul><li><strong>Bookkeeping and Record Keeping:</strong> Maintaining accurate and up-to-date financial records, including general ledger maintenance, journal entries, and reconciliations.</li><li><strong>Transaction Management:</strong> Handling accounts payable (vendor payments) and accounts receivable (invoicing and collections).</li><li><strong>Financial Reporting:</strong> Assisting in the preparation of monthly, quarterly, and annual financial statements (Balance Sheet, P&L, Cash Flow) and management reports.</li><li><strong>Compliance & Audit:</strong> Ensuring adherence to financial regulations (like GST/TDS in India), assisting with tax filings, and supporting internal and external audit processes.</li><li><strong>Cash Flow:</strong> Monitoring and managing the company's cash flow, bank reconciliations, and expense control.</li></ul><br /><p><strong><u>Context at TrueFan AI</u></strong></p><p>Given that TrueFan AI is a technology startup focused on generative AI for video content (likely a B2B SaaS model in its current iteration), the executive would also be involved in:</p><ul><li><strong>Startup Financial Processes:</strong> Adapting to fast-paced growth and developing scalable financial processes and controls.</li><li><strong>Tech-Focused Accounting:</strong> Potentially dealing with accounting for technology-related expenses, revenue recognition for SaaS/subscription services, and managing foreign exchange transactions due to a global focus (as indicated by their multilingual AI platform).</li><li><strong>Stakeholder Reporting:</strong> Providing financial data and insights to founders, investors (Series A funded), and senior management for strategic decision-making.</li></ul>","Finance Accounting,Tally,Gst,Accounts Receivable,Itr Filing,Accounts Payable,TDS Return,TDS",123669067,965,3.7,AI/ML Engineer,description:generative ai,0.5
260925022399,Associate Architect - Network Security - On-prem & Cloud,Kryptos Technologies,Chennai,10-17 Yrs,10,17,1200000,2200000,12-22 Lacs PA,INR,7 Days Ago,"Preferred candidate profile . 8 -12 years in network security,including hands-on firewall & ADC deployments .","Fortigate,Palo Alto,Migration,Cloud Architecture,Cloud Networking,Network Archiecture,OWASP,Security Architect",3812264,42,3.6,Cybersecurity,skills:security architect,2.0
